HBWv5_BL_Sequence,HBWv5_BL_Scientific_name,AVONET_BirdLife_AvibaseID1,Egg,Cooperative
3294,Buceros hydrocorax,AVIBASE-C09BECA9,45.05661699,1
3295,Buceros mindanensis,AVIBASE-45336347,45.05661699,1
3296,Buceros bicornis,AVIBASE-A9D587B9,77,0
3297,Buceros rhinoceros,AVIBASE-0D3D9303,60.02157639,1
3298,Anorrhinus galeritus,AVIBASE-1FD5EBCD,40.89505663,1
3299,Anorrhinus austeni,AVIBASE-71A029B9,30,1
3300,Anorrhinus tickelli,AVIBASE-8454CE68,30,1
3301,Ocyceros birostris,AVIBASE-FD5AD57F,20.9,1
3302,Ocyceros griseus,AVIBASE-2BE24F91,22.4,0
3303,Ocyceros gingalensis,AVIBASE-51D20ACB,22.4,1
3304,Anthracoceros malayanus,AVIBASE-6DC62BCF,38.15303714,1
3305,Anthracoceros montani,AVIBASE-C2775FA0,30.83597623,1
3306,Anthracoceros coronatus,AVIBASE-079BC769,29.7,0
3307,Anthracoceros albirostris,AVIBASE-082CFEA6,29.7,0
3308,Anthracoceros marchei,AVIBASE-87269308,31.67577435,1
3309,Aceros nipalensis,AVIBASE-01391B1A,58.5,0
3310,Rhabdotorrhinus corrugatus,AVIBASE-9C62A324,47.99436956,0
3311,Rhabdotorrhinus exarhatus,AVIBASE-C0BD105F,21.42858669,1
3312,Rhabdotorrhinus leucocephalus,AVIBASE-400BE12E,38.77016549,0
3313,Rhabdotorrhinus waldeni,AVIBASE-522A2DFD,38.77016549,0
3314,Penelopides panini,AVIBASE-56D5A470,24.51612528,1
3315,Penelopides affinis,AVIBASE-C87B1D14,24.78925315,1
3316,Penelopides mindorensis,AVIBASE-ED3D5F4C,24.23674557,1
3317,Penelopides manillae,AVIBASE-FB6FE713,24.51612528,1
3318,Rhyticeros cassidix,AVIBASE-A535F76B,59.70900812,0
3319,Rhyticeros everetti,AVIBASE-CDBB9B38,50.58614858,0
3320,Rhyticeros undulatus,AVIBASE-3C98DDBC,61.6,0
3321,Rhyticeros subruficollis,AVIBASE-FAA31B81,55.2,0
3322,Rhyticeros narcondami,AVIBASE-E3E8456E,31.084363,NA
3323,Rhyticeros plicatus,AVIBASE-524408DF,55.2,0
3324,Upupa epops,AVIBASE-FA2F9125,4.45,1
3325,Upupa marginata,AVIBASE-B4EA6FB2,4.45,1
3326,Upupa antaios,#N/A,NA,NA
3327,Phoeniculus purpureus,AVIBASE-28CACA8F,4.05,1
3328,Phoeniculus damarensis,AVIBASE-76FAC9A5,4.862330038,1
3329,Phoeniculus somaliensis,AVIBASE-68A80086,4.05,1
3330,Phoeniculus bollei,AVIBASE-D1FFB474,6.9,1
3331,Rhinopomastus castaneiceps,AVIBASE-8CC7216A,3.017352808,1
3332,Rhinopomastus aterrimus,AVIBASE-9C69D0FD,3.2,0
3333,Rhinopomastus cyanomelas,AVIBASE-B0DD1318,3.2,0
3334,Rhinopomastus minor,AVIBASE-46847C50,2.6,0
3335,Nyctyornis amictus,AVIBASE-793BF787,9.8,0
3336,Nyctyornis athertoni,AVIBASE-5C15B5FC,12.8,0
3337,Meropogon forsteni,AVIBASE-34E92BE0,7.08039646,1
3338,Merops bullockoides,AVIBASE-38507A80,4.37,1
3339,Merops bulocki,AVIBASE-E6DC5DA1,3.15,1
3340,Merops breweri,AVIBASE-4A34E9CE,7.6,1
3341,Merops albicollis,AVIBASE-03C4A0C9,3.873926659,1
3342,Merops revoilii,AVIBASE-AFA39D5A,2.272120088,0
3343,Merops malimbicus,AVIBASE-32E6DB03,6,1
3344,Merops nubicus,AVIBASE-2125426A,5.8,1
3345,Merops nubicoides,AVIBASE-B34CB92A,5.8,NA
3346,Merops viridissimus,AVIBASE-0AAA530E,3.1,1
3347,Merops cyanophrys,AVIBASE-681DC913,3.1,1
3348,Merops orientalis,AVIBASE-759AD1FB,3.1,1
3349,Merops leschenaulti,AVIBASE-F8652F4F,4.15,1
3350,Merops viridis,AVIBASE-457420DA,5.25,1
3351,Merops americanus,AVIBASE-883932EE,5.25,1
3352,Merops philippinus,AVIBASE-809951F0,6.2,1
3353,Merops superciliosus,AVIBASE-AC89B8FF,6.2,1
3354,Merops persicus,AVIBASE-6EE45113,6.2,1
3355,Merops apiaster,AVIBASE-66AA3934,6.445,1
3356,Merops ornatus,AVIBASE-3EDF8B55,4.1,1
3357,Merops boehmi,AVIBASE-30238523,2.3,0
3358,Merops hirundineus,AVIBASE-910E6D86,3.55,1
3359,Merops lafresnayii,AVIBASE-D0C68FE0,4.3,0
3360,Merops oreobates,AVIBASE-B85B93BB,3.897567779,1
3361,Merops variegatus,AVIBASE-A90C512F,4.3,0
3362,Merops pusillus,AVIBASE-C0A68CA0,2.525,1
3363,Merops gularis,AVIBASE-3B472CF5,4.66,1
3364,Merops muelleri,AVIBASE-72CAA64D,3.470164905,1
3365,Merops mentalis,AVIBASE-51ADCEDC,3.470164905,1
3366,Coracias naevius,AVIBASE-2624054E,15.55,0
3367,Coracias benghalensis,AVIBASE-4F404CB9,14.75,0
3368,Coracias affinis,AVIBASE-959FEC0D,14.75,0
3369,Coracias temminckii,AVIBASE-B8895D02,14.68997204,0
3370,Coracias spatulatus,AVIBASE-BB456342,10.1,0
3371,Coracias caudatus,AVIBASE-9E9B6EF9,12,0
3372,Coracias abyssinicus,AVIBASE-E7C7EE3A,11.5,0
3373,Coracias garrulus,AVIBASE-7451A628,15.4,0
3374,Coracias cyanogaster,AVIBASE-306C892E,12.3,1
3375,Eurystomus gularis,AVIBASE-8FFDE282,12.2,0
3376,Eurystomus glaucurus,AVIBASE-4F01F416,15,0
3377,Eurystomus orientalis,AVIBASE-924BAB9C,15.6,0
3378,Eurystomus azureus,AVIBASE-7852EFAE,15.6,0
3379,Brachypteracias leptosomus,AVIBASE-E86394DA,18.4926796,0
3380,Geobiastes squamiger,AVIBASE-7821A1F0,16.0783925,0
3381,Uratelornis chimaera,AVIBASE-88D07E4B,21.61005879,0
3382,Atelornis pittoides,AVIBASE-D5C06D94,10.7502516,0
3383,Atelornis crossleyi,AVIBASE-9D600C9B,9.465622025,0
3384,Todus multicolor,AVIBASE-6C2B1135,1.518098671,1
3385,Todus angustirostris,AVIBASE-293EAE9A,1.518098671,1
3386,Todus subulatus,AVIBASE-DC4EA5F1,1.518098671,1
3387,Todus todus,AVIBASE-F9828C2A,1.6,1
3388,Todus mexicanus,AVIBASE-BB5B94D9,1.44,1
3389,Hylomanes momotula,AVIBASE-64360684,3.352640645,0
3390,Aspatha gularis,AVIBASE-720774A8,8.2,0
3391,Momotus mexicanus,AVIBASE-16892443,8.703722651,0
3392,Momotus coeruliceps,AVIBASE-BB7A884C,12.05,0
3393,Momotus lessonii,AVIBASE-AAADA063,12.05,0
3394,Momotus subrufescens,AVIBASE-0DB8CE98,12.05,0
3395,Momotus bahamensis,AVIBASE-77D63A85,12.05,0
3396,Momotus momota,AVIBASE-7CE7EB2F,12.05,0
3397,Momotus aequatorialis,AVIBASE-6CAC15FB,12.05,0
3398,Baryphthengus martii,AVIBASE-435AB47D,24,0
3399,Baryphthengus ruficapillus,AVIBASE-C2966A66,24,0
3400,Electron carinatum,AVIBASE-A8FEEA01,7.462139122,0
3401,Electron platyrhynchum,AVIBASE-87A54177,8.1,0
3402,Eumomota superciliosa,AVIBASE-8564E262,7.6,0
3403,Ispidina lecontei,AVIBASE-9BE54916,1.797018956,0
3404,Ispidina picta,AVIBASE-C0998BB9,2.075,0
3405,Corythornis madagascariensis,AVIBASE-EDF78342,2.973243261,0
3406,Corythornis leucogaster,AVIBASE-4F94B89C,2.450494121,0
3407,Corythornis cristatus,AVIBASE-12EA0D5A,2.45,0
3408,Corythornis thomensis,AVIBASE-95031C69,2.45,0
3409,Corythornis nais,AVIBASE-0759A4FB,2.45,0
3410,Corythornis vintsioides,AVIBASE-FEBCB5F6,2.45,0
3411,Ceyx sangirensis,AVIBASE-0C0CF67B,2.908366946,0
3412,Ceyx fallax,AVIBASE-E7EB8D33,2.908366946,0
3413,Ceyx melanurus,AVIBASE-544B26FE,3.52748316,0
3414,Ceyx mindanensis,AVIBASE-F76B8DCB,3.52748316,0
3415,Ceyx erithaca,AVIBASE-318C3891,2.931101214,0
3416,Ceyx margarethae,AVIBASE-B797E63F,NA,0
3417,Ceyx lepidus,AVIBASE-B3012D2B,3.803946594,0
3418,Ceyx wallacii,AVIBASE-FE1C0F07,NA,0
3419,Ceyx cajeli,AVIBASE-1761DCEB,NA,0
3420,Ceyx solitarius,AVIBASE-72DE8F42,NA,0
3421,Ceyx dispar,AVIBASE-55DAB8DF,NA,0
3422,Ceyx mulcatus,AVIBASE-629FB560,NA,0
3423,Ceyx sacerdotis,AVIBASE-EB20184F,NA,0
3424,Ceyx meeki,AVIBASE-86DEADF3,NA,0
3425,Ceyx collectoris,AVIBASE-416A62A1,NA,0
3426,Ceyx nigromaxilla,AVIBASE-E8585335,NA,0
3427,Ceyx gentianus,AVIBASE-1F293B90,NA,0
3428,Ceyx cyanopectus,AVIBASE-67DF541C,3.355258568,0
3429,Ceyx nigrirostris,AVIBASE-617B96C7,3.355258568,0
3430,Ceyx flumenicola,AVIBASE-5514B980,NA,0
3431,Ceyx argentatus,AVIBASE-FEA93A09,2.895455192,0
3432,Ceyx pusillus,AVIBASE-9F840FEA,2.327397657,0
3433,Ceyx azureus,AVIBASE-AC4118FA,4.4,0
3434,Ceyx websteri,AVIBASE-8ADDDF42,8.379668016,0
3435,Alcedo peninsulae,AVIBASE-9C5F80D9,5.852621709,0
3436,Alcedo euryzona,AVIBASE-64A8A820,5.852621709,0
3437,Alcedo meninting,AVIBASE-39629250,3.107945856,0
3438,Alcedo hercules,AVIBASE-56A1C8E5,4.102077611,0
3439,Alcedo quadribrachys,AVIBASE-A376DE65,4.4,0
3440,Alcedo semitorquata,AVIBASE-F9F5CAB0,4.8,0
3441,Alcedo atthis,AVIBASE-9505E03D,4.3,0
3442,Alcedo coerulescens,AVIBASE-8999E4A9,4.102077611,0
3443,Megaceryle lugubris,AVIBASE-BE8DC16C,21.6,0
3444,Megaceryle maxima,AVIBASE-F51C1C4A,30.6,0
3445,Megaceryle torquata,AVIBASE-5EFB075F,27.7,0
3446,Megaceryle alcyon,AVIBASE-3558066B,13.5,0
3447,Ceryle rudis,AVIBASE-8205077F,8.15,1
3448,Chloroceryle amazona,AVIBASE-331DC00B,11.4,0
3449,Chloroceryle aenea,AVIBASE-A08C5C06,2.4,0
3450,Chloroceryle americana,AVIBASE-ED7D6741,4.3,0
3451,Chloroceryle inda,AVIBASE-5900955B,7.4,0
3452,Lacedo pulchella,AVIBASE-7082A89B,6.35475714,0
3453,Lacedo melanops,AVIBASE-8F8E7160,6.35475714,0
3454,Pelargopsis capensis,AVIBASE-2B0E883A,18.77701543,0
3455,Pelargopsis melanorhyncha,AVIBASE-7CF2B1F8,19.68236511,0
3456,Pelargopsis amauroptera,AVIBASE-19C28D92,17.05768049,0
3457,Halcyon coromanda,AVIBASE-6647508A,9.451066523,0
3458,Halcyon smyrnensis,AVIBASE-B30B6781,11.3,0
3459,Halcyon gularis,AVIBASE-8B9E43C7,11.3,0
3460,Halcyon cyanoventris,AVIBASE-E4948338,10.91137979,0
3461,Halcyon badia,AVIBASE-BD366A8F,9.4,0
3462,Halcyon pileata,AVIBASE-6B292CA0,10.24482849,0
3463,Halcyon leucocephala,AVIBASE-178B6892,6.2,0
3464,Halcyon albiventris,AVIBASE-C5D3CB2A,9.2,0
3465,Halcyon chelicuti,AVIBASE-AB51824B,5.7,1
3466,Halcyon malimbica,AVIBASE-0D8BDD35,11.1,0
3467,Halcyon senegalensis,AVIBASE-47E71671,8.05,0
3468,Halcyon senegaloides,AVIBASE-1F360691,7.861940888,0
3469,Caridonax fulgidus,AVIBASE-E96B0BA9,17.88344612,0
3470,Actenoides monachus,AVIBASE-26AD22E0,12.12305269,0
3471,Actenoides capucinus,AVIBASE-4C744DC4,12.1231,0
3472,Actenoides princeps,AVIBASE-C0B45D6E,12.03125391,0
3473,Actenoides regalis,AVIBASE-558D8C00,12.0313,0
3474,Actenoides bougainvillei,AVIBASE-97D9D953,19.23149085,0
3475,Actenoides excelsus,AVIBASE-53C44102,19.23149085,0
3476,Actenoides lindsayi,AVIBASE-0FDF970A,10.95800538,0
3477,Actenoides hombroni,AVIBASE-171AA689,13.97807102,0
3478,Actenoides concretus,AVIBASE-4A150CE8,9.071666641,0
3479,Syma torotoro,AVIBASE-E274D1BF,5.60415355,0
3480,Syma megarhyncha,AVIBASE-A61FDDF3,14.55457191,0
3481,Todiramphus nigrocyaneus,AVIBASE-67C46F57,7.252803346,1
3482,Todiramphus winchelli,AVIBASE-E482C372,9.028044724,1
3483,Todiramphus diops,AVIBASE-06CB752D,6.99139761,1
3484,Todiramphus lazuli,AVIBASE-6E12BE50,8.177091917,1
3485,Todiramphus macleayii,AVIBASE-31B7FC11,6.2,1
3486,Todiramphus albonotatus,AVIBASE-9487A526,4.621413108,0
3487,Todiramphus leucopygius,AVIBASE-37921A66,6.577709396,0
3488,Todiramphus farquhari,AVIBASE-5EB42312,5.397163225,0
3489,Todiramphus funebris,AVIBASE-66629E0A,12.10284192,0
3490,Todiramphus chloris,AVIBASE-39A32B83,9.2,0
3491,Todiramphus enigma,AVIBASE-90668FE7,10.6,0
3492,Todiramphus pelewensis,AVIBASE-2C302D27,NA,1
3493,Todiramphus cinnamominus,AVIBASE-4D9CF8EC,7.851744728,1
3494,Todiramphus reichenbachii,AVIBASE-18B6E8CF,NA,1
3495,Todiramphus saurophagus,AVIBASE-4B4D37C8,11.8,0
3496,Todiramphus sanctus,AVIBASE-D3BC0A03,7.4,0
3497,Todiramphus recurvirostris,AVIBASE-5AAAB4E4,7.4,NA
3498,Todiramphus australasia,AVIBASE-F9D8B10D,8.222697605,0
3499,Todiramphus tutus,AVIBASE-60C7E118,5.852621709,NA
3500,Todiramphus ruficollaris,AVIBASE-398E3D2F,7.8,NA
3501,Todiramphus youngi,AVIBASE-270BB45F,8.222697605,NA
3502,Todiramphus veneratus,AVIBASE-53C9EF2B,8.222697605,NA
3503,Todiramphus gambieri,AVIBASE-C7C7C1AE,6.826310855,NA
3504,Todiramphus godeffroyi,AVIBASE-ED3D4981,8.009054316,NA
3505,Todiramphus pyrrhopygius,AVIBASE-F103AAE1,6.9,0
3506,Cittura sanghirensis,AVIBASE-E9901CE9,15.77695941,0
3507,Cittura cyanotis,AVIBASE-DE53CCF7,15.77695941,0
3508,Tanysiptera galatea,AVIBASE-76D3DC48,10.5,0
3509,Tanysiptera ellioti,AVIBASE-4D4F15A4,6.636504382,0
3510,Tanysiptera riedelii,AVIBASE-90BFFCDA,10.5,0
3511,Tanysiptera carolinae,AVIBASE-88BC28F6,6.636504382,0
3512,Tanysiptera hydrocharis,AVIBASE-A82E59C9,6.636504382,0
3513,Tanysiptera nigriceps,AVIBASE-72AD1390,6.591137072,1
3514,Tanysiptera sylvia,AVIBASE-44A15B3E,6.591137072,1
3515,Tanysiptera nympha,AVIBASE-9EC3410C,7.357080872,0
3516,Tanysiptera danae,AVIBASE-1FA5EA12,6.190794561,0
3517,Melidora macrorrhina,AVIBASE-EC72DAC4,11.89155009,0
3518,Dacelo novaeguineae,AVIBASE-94AF4A47,30.4,1
3519,Dacelo leachii,AVIBASE-6F0C3A53,33,1
3520,Dacelo tyro,AVIBASE-5B365DF7,16.58986217,1
3521,Dacelo gaudichaud,AVIBASE-8AA36DB0,16.1,0
3522,Clytoceyx rex,AVIBASE-CCA68E33,23.56443371,0
3523,Galbalcyrhynchus leucotis,AVIBASE-E3EC251C,6.206383906,1
3524,Galbalcyrhynchus purusianus,AVIBASE-46E97893,6.289789048,1
3525,Brachygalba albogularis,AVIBASE-D4AF382C,4.066268716,1
3526,Brachygalba lugubris,AVIBASE-8B22F11F,3.904726342,1
3527,Brachygalba goeringi,AVIBASE-F3E3C721,4.022995942,1
3528,Brachygalba salmoni,AVIBASE-26E37EC3,4.048347679,1
3529,Jacamaralcyon tridactyla,AVIBASE-4051B630,4.153807905,1
3530,Galbula albirostris,AVIBASE-CF872D1D,4.490485,1
3531,Galbula chalcocephala,AVIBASE-E5C2F0CF,4.490485,1
3532,Galbula cyanicollis,AVIBASE-36F7703C,4.494894809,1
3533,Galbula ruficauda,AVIBASE-2EE639E9,3.8,1
3534,Galbula galbula,AVIBASE-CC59842F,4.3,1
3535,Galbula tombacea,AVIBASE-7E2D591F,4.5975243,1
3536,Galbula cyanescens,AVIBASE-F5823411,4.766159876,1
3537,Galbula pastazae,AVIBASE-988D86DA,5.252554744,1
3538,Galbula chalcothorax,AVIBASE-169A7FC9,3.972377821,1
3539,Galbula leucogastra,AVIBASE-EB348872,3.941307206,1
3540,Galbula dea,AVIBASE-FBD3D390,4.906185268,1
3541,Jacamerops aureus,AVIBASE-268D9909,6.99386481,1
3542,Notharchus hyperrhynchus,AVIBASE-6CC108F6,8.876027885,NA
3543,Notharchus macrorhynchos,AVIBASE-19CE1F0F,8.876027885,0
3544,Notharchus swainsoni,AVIBASE-5D3D72E1,8.876027885,0
3545,Notharchus pectoralis,AVIBASE-E2F43007,7.314730837,0
3546,Notharchus ordii,AVIBASE-6CA1819D,6.5204963,0
3547,Notharchus subtectus,AVIBASE-28CD5EBC,6,0
3548,Notharchus tectus,AVIBASE-53879CD7,6,0
3549,Cyphos macrodactylus,AVIBASE-C22326DF,4.741895037,0
3550,Nystactes noanamae,AVIBASE-C10F8D95,5.644945238,0
3551,Nystactes tamatia,AVIBASE-EE7CBD36,6.041690751,0
3552,Bucco capensis,AVIBASE-6D419BE7,6.584813502,0
3553,Nystalus radiatus,AVIBASE-4B154EA6,6.935756392,0
3554,Nystalus striolatus,AVIBASE-DD26E138,6.206383906,0
3555,Nystalus chacuru,AVIBASE-10A76478,6.49558321,0
3556,Nystalus maculatus,AVIBASE-B591C29D,5.870409679,0
3557,Hypnelus ruficollis,AVIBASE-C98A8A1B,6.371187445,0
3558,Hypnelus bicinctus,AVIBASE-7E41141D,6.371187445,0
3559,Malacoptila fusca,AVIBASE-6D14FBBA,6.132506086,0
3560,Malacoptila semicincta,AVIBASE-F767642A,6.115674979,0
3561,Malacoptila minor,AVIBASE-F1599FFA,6.036948426,0
3562,Malacoptila striata,AVIBASE-289F54DE,6.036948426,0
3563,Malacoptila rufa,AVIBASE-ECC19533,6.276221441,0
3564,Malacoptila panamensis,AVIBASE-46451CCE,7.3,0
3565,Malacoptila fulvogularis,AVIBASE-0C9C7247,6.758338951,0
3566,Malacoptila mystacalis,AVIBASE-C1804C72,6.317632394,0
3567,Micromonacha lanceolata,AVIBASE-BF431930,4.293506586,0
3568,Nonnula rubecula,AVIBASE-5A555E8C,4.166057468,0
3569,Nonnula sclateri,AVIBASE-5452880D,3.920472042,0
3570,Nonnula brunnea,AVIBASE-76D78C1C,3.759551968,0
3571,Nonnula frontalis,AVIBASE-DCC2CCEB,3.956812016,0
3572,Nonnula ruficapilla,AVIBASE-C6EC8B37,4.490485,0
3573,Nonnula amaurocephala,AVIBASE-77C2E107,3.86772565,0
3574,Hapaloptila castanea,AVIBASE-4DA23B0B,7.788212819,0
3575,Monasa atra,AVIBASE-AD7DEF16,8.194439462,1
3576,Monasa nigrifrons,AVIBASE-BB158D41,7.815014708,1
3577,Monasa morphoeus,AVIBASE-567942CC,7.5,1
3578,Monasa flavirostris,AVIBASE-0C64158A,6.991119412,1
3579,Chelidoptera tenebrosa,AVIBASE-B2B4CA58,5.4,1
3580,Ramphastos toco,AVIBASE-D42641C0,17.3,0
3581,Ramphastos ambiguus,AVIBASE-7C99DFAB,42.13054886,0
3582,Ramphastos cuvieri,AVIBASE-90D8DD5C,41.83264056,0
3583,Ramphastos tucanus,AVIBASE-F1C48E20,41.83264056,0
3584,Ramphastos sulfuratus,AVIBASE-BB0FBBA4,17.5,0
3585,Ramphastos brevis,AVIBASE-D332D1C1,40.62397554,0
3586,Ramphastos citreolaemus,AVIBASE-A56AC7CA,16.3,0
3587,Ramphastos culminatus,AVIBASE-8163B64B,16.3,0
3588,Ramphastos vitellinus,AVIBASE-A7F57EE0,16.3,0
3589,Ramphastos ariel,AVIBASE-EBDA00ED,16.3,0
3590,Ramphastos dicolorus,AVIBASE-6BACED1E,22.78734492,0
3591,Aulacorhynchus wagleri,AVIBASE-8A785F55,13.8276555,0
3592,Aulacorhynchus prasinus,AVIBASE-B35771C7,13.8276555,0
3593,Aulacorhynchus caeruleogularis,AVIBASE-B652D5E1,13.8276555,0
3594,Aulacorhynchus albivitta,AVIBASE-7322B683,13.8276555,0
3595,Aulacorhynchus cyanolaemus,AVIBASE-4BC70F00,13.8276555,0
3596,Aulacorhynchus atrogularis,AVIBASE-C57FFB20,13.8276555,0
3597,Aulacorhynchus haematopygus,AVIBASE-23DB8356,15.66184487,0
3598,Aulacorhynchus huallagae,AVIBASE-0224509A,19.22612741,0
3599,Aulacorhynchus coeruleicinctis,AVIBASE-697EA51C,16.06170159,0
3600,Aulacorhynchus calorhynchus,AVIBASE-48DA6E65,13.51871244,0
3601,Aulacorhynchus sulcatus,AVIBASE-96711EDE,13.51871244,0
3602,Aulacorhynchus derbianus,AVIBASE-D47AF774,16.38586453,0
3603,Aulacorhynchus whitelianus,AVIBASE-7E9EAE09,16.38586453,0
3604,Andigena hypoglauca,AVIBASE-B02554D8,22.215904,0
3605,Andigena laminirostris,AVIBASE-2EF3405B,22.07117504,0
3606,Andigena cucullata,AVIBASE-D5746888,22.0464592,0
3607,Andigena nigrirostris,AVIBASE-64516AE0,24.19508471,0
3608,Selenidera spectabilis,AVIBASE-ABE76F69,16.52105603,1
3609,Selenidera piperivora,AVIBASE-92FB567F,11.95781893,NA
3610,Selenidera reinwardtii,AVIBASE-CA8C2FBF,12.59734873,0
3611,Selenidera langsdorffii,AVIBASE-5A81652E,12.59734873,0
3612,Selenidera gouldii,AVIBASE-39C1655E,13.69403076,0
3613,Selenidera maculirostris,AVIBASE-F0C12CF9,13.08406386,0
3614,Selenidera nattereri,AVIBASE-82C29C2F,13.06697162,0
3615,Pteroglossus bailloni,AVIBASE-13435110,12.00704657,0
3616,Pteroglossus viridis,AVIBASE-10FE38DF,11.36135942,1
3617,Pteroglossus humboldti,AVIBASE-D31025C8,11.10959377,1
3618,Pteroglossus inscriptus,AVIBASE-4A9F238A,11.10959377,1
3619,Pteroglossus torquatus,AVIBASE-542B4FCB,14.95863868,1
3620,Pteroglossus sanguineus,AVIBASE-89DA438E,16.98085881,1
3621,Pteroglossus erythropygius,AVIBASE-897C1A75,15.53658534,1
3622,Pteroglossus frantzii,AVIBASE-9230DF7D,16.37057203,1
3623,Pteroglossus aracari,AVIBASE-D153FC18,19.09374328,0
3624,Pteroglossus castanotis,AVIBASE-76642513,18.87747562,0
3625,Pteroglossus pluricinctus,AVIBASE-6D83E2D8,18.6776039,1
3626,Pteroglossus azara,AVIBASE-E8654FA3,12.368905,1
3627,Pteroglossus beauharnaisii,AVIBASE-C98EC8FF,16.34002983,1
3628,Pteroglossus sturmii,AVIBASE-FC70352C,11.72782479,1
3629,Pteroglossus bitorquatus,AVIBASE-A65471BF,11.72782479,1
3630,Capito aurovirens,AVIBASE-0E2B41D8,4.742024315,0
3631,Capito dayi,AVIBASE-26159E52,5.134906171,0
3632,Capito maculicoronatus,AVIBASE-CE90F9E3,4.577125362,0
3633,Capito squamatus,AVIBASE-5A6490E2,4.783993423,0
3634,Capito hypoleucus,AVIBASE-9DA6DE60,5.374871408,0
3635,Capito wallacei,AVIBASE-6C140C83,5.32615402,0
3636,Capito fitzpatricki,AVIBASE-080577D1,5.32615402,0
3637,Capito quinticolor,AVIBASE-D05AA6D7,4.829879224,0
3638,Capito brunneipectus,AVIBASE-61A82845,4.648252405,0
3639,Capito niger,AVIBASE-59156D53,4.577125362,0
3640,Capito auratus,AVIBASE-6F0D3DCD,4.577125362,NA
3641,Eubucco richardsoni,AVIBASE-486D3B3F,3.357015311,0
3642,Eubucco aurantiicollis,AVIBASE-59B5D6C6,3.357015311,0
3643,Eubucco tucinkae,AVIBASE-A07A0AB3,3.688385222,0
3644,Eubucco bourcierii,AVIBASE-81825EC2,3.485115781,0
3645,Eubucco steerii,AVIBASE-024383AA,3.306617704,0
3646,Eubucco glaucogularis,AVIBASE-19039B03,3.306617704,0
3647,Eubucco versicolor,AVIBASE-0A0C8C98,3.306617704,0
3648,Semnornis frantzii,AVIBASE-B27828B0,4.809352971,0
3649,Semnornis ramphastinus,AVIBASE-0283EBE3,6.605643558,1
3650,Caloramphus hayii,AVIBASE-0E20A7CF,NA,0
3651,Caloramphus fuliginosus,AVIBASE-F1D6E36C,3.89492085,0
3652,Psilopogon haemacephalus,AVIBASE-2B7AC50E,4.1,0
3653,Psilopogon rubricapillus,AVIBASE-476E767B,4.3,0
3654,Psilopogon malabaricus,AVIBASE-1E095819,4.3,0
3655,Psilopogon cyanotis,AVIBASE-E3ADA3B1,NA,0
3656,Psilopogon duvaucelii,AVIBASE-EE82B503,NA,0
3657,Psilopogon australis,AVIBASE-4192820D,4,0
3658,Psilopogon eximius,AVIBASE-8B3434B9,6.381559839,0
3659,Psilopogon lagrandieri,AVIBASE-EB2B281D,6.381559839,0
3660,Psilopogon virens,AVIBASE-F5636BF7,11.3,0
3661,Psilopogon pyrolophus,AVIBASE-9769A702,7.923891128,0
3662,Psilopogon mystacophanos,AVIBASE-85DECE79,5.684185485,0
3663,Psilopogon javensis,AVIBASE-3FAAF1EF,7.310099772,0
3664,Psilopogon rafflesii,AVIBASE-39972C74,7.561234272,0
3665,Psilopogon armillaris,AVIBASE-1DDCF3CB,5.301961167,0
3666,Psilopogon henricii,AVIBASE-E4B545F5,5.52290242,0
3667,Psilopogon pulcherrimus,AVIBASE-6F858890,5.08985857,0
3668,Psilopogon faiostrictus,AVIBASE-A233028E,6.381559839,0
3669,Psilopogon lineatus,AVIBASE-4EBAE936,8.7,0
3670,Psilopogon zeylanicus,AVIBASE-15471F21,7.571234782,0
3671,Psilopogon viridis,AVIBASE-EAE4A304,6.3,0
3672,Psilopogon flavifrons,AVIBASE-FBFB6ED7,5.9,0
3673,Psilopogon franklinii,AVIBASE-BB0C3E76,6.35,0
3674,Psilopogon auricularis,AVIBASE-95D08E4C,NA,0
3675,Psilopogon corvinus,AVIBASE-2A5A8428,7.904133023,0
3676,Psilopogon chrysopogon,AVIBASE-FA4F17DB,8.60436955,0
3677,Psilopogon monticola,AVIBASE-67B5D4C8,6.4,0
3678,Psilopogon nuchalis,AVIBASE-244D5336,5.4,NA
3679,Psilopogon faber,AVIBASE-FF5877D7,6.311656414,NA
3680,Psilopogon incognitus,AVIBASE-0A563359,6.381559839,0
3681,Psilopogon asiaticus,AVIBASE-229575C0,6.4,0
3682,Psilopogon chersonesus,AVIBASE-F192B01C,NA,0
3683,Psilopogon annamensis,AVIBASE-5F832168,6.311656414,0
3684,Psilopogon oorti,AVIBASE-ED45D950,6.311656414,0
3685,Trachyphonus vaillantii,AVIBASE-546FA5F2,6.1,0
3686,Trachyphonus erythrocephalus,AVIBASE-570C1121,4.7,1
3687,Trachyphonus margaritatus,AVIBASE-685CA6D9,4.4,1
3688,Trachyphonus darnaudii,AVIBASE-E6D52EF7,3.525267256,1
3689,Trachyphonus usambiro,AVIBASE-55E9B668,3.525267256,1
3690,Trachyphonus emini,AVIBASE-2AE6CDCF,3.525267256,1
3691,Buccanodon dowsetti,AVIBASE-E4FC7AB9,3.833631823,0
3692,Buccanodon duchaillui,AVIBASE-E71BF2C9,3.833631823,0
3693,Cryptolybia olivacea,AVIBASE-4568986F,3.9,1
3694,Gymnobucco bonapartei,AVIBASE-69968F8E,3.5,1
3695,Gymnobucco cinereiceps,AVIBASE-4B1A8533,3.5,1
